date,post_id,periods,SUM
2018/1/2,A,32,2422
2018/1/2,A,33,2282
2018/1/2,A,34,1831
2018/1/2,A,35,884
2018/1/2,A,36,154
2018/1/2,A,37,5
2018/1/2,A,38,0
2018/1/2,A,39,0
2018/1/2,A,40,0
2018/1/2,A,41,0
2018/1/2,A,42,0
2018/1/2,A,43,0
2018/1/2,A,44,0
2018/1/2,A,45,0
2018/1/2,A,46,0
2018/1/2,A,47,0
2018/1/2,A,48,0
2018/1/3,A,1,0
2018/1/3,A,2,0
2018/1/3,A,3,0
2018/1/3,A,4,0
2018/1/3,A,5,0
2018/1/3,A,6,0
2018/1/3,A,7,0
2018/1/3,A,8,0
2018/1/3,A,9,0
2018/1/3,A,10,0
2018/1/3,A,11,0
2018/1/3,A,12,0
2018/1/3,A,13,0
2018/1/3,A,14,0
2018/1/3,A,15,0
2018/1/3,A,16,0
2018/1/3,A,17,0
2018/1/3,A,18,247
2018/1/3,A,19,1465
2018/1/3,A,20,1927
2018/1/3,A,21,2193
2018/1/3,A,22,2207
2018/1/3,A,23,2177
2018/1/3,A,24,1818
2018/1/3,A,25,1618
2018/1/3,A,26,1574
2018/1/3,A,27,1481
2018/1/3,A,28,1692
2018/1/3,A,29,1973
2018/1/3,A,30,2295
2018/1/3,A,31,2201
2018/1/3,A,32,2201
2018/1/3,A,33,2110
2018/1/3,A,34,1704
2018/1/3,A,35,685
2018/1/3,A,36,121
2018/1/3,A,37,1
2018/1/3,A,38,0
2018/1/3,A,39,0
2018/1/3,A,40,0
2018/1/3,A,41,0
2018/1/3,A,42,0
2018/1/3,A,43,0
2018/1/3,A,44,0
2018/1/3,A,45,0
2018/1/3,A,46,0
2018/1/3,A,47,0
2018/1/3,A,48,0
2018/1/4,A,1,0
2018/1/4,A,2,0
2018/1/4,A,3,0
2018/1/4,A,4,0
2018/1/4,A,5,0
2018/1/4,A,6,0
2018/1/4,A,7,0
2018/1/4,A,8,0
2018/1/4,A,9,0
2018/1/4,A,10,0
2018/1/4,A,11,0
2018/1/4,A,12,0
2018/1/4,A,13,0
2018/1/4,A,14,0
2018/1/4,A,15,0
2018/1/4,A,16,0
2018/1/4,A,17,0
2018/1/4,A,18,278
2018/1/4,A,19,1163
2018/1/4,A,20,1697
2018/1/4,A,21,1948
2018/1/4,A,22,2112
2018/1/4,A,23,1970
2018/1/4,A,24,1739
2018/1/4,A,25,1411
2018/1/4,A,26,1343
2018/1/4,A,27,1364
2018/1/4,A,28,1526
2018/1/4,A,29,1757
2018/1/4,A,30,1999
2018/1/4,A,31,2081
2018/1/4,A,32,2035
2018/1/4,A,33,1843
2018/1/4,A,34,1431
2018/1/4,A,35,572
2018/1/4,A,36,135
2018/1/4,A,37,1
2018/1/4,A,38,0
2018/1/4,A,39,0
2018/1/4,A,40,0
2018/1/4,A,41,0
2018/1/4,A,42,0
2018/1/4,A,43,0
2018/1/4,A,44,0
2018/1/4,A,45,0
2018/1/4,A,46,0
2018/1/4,A,47,0
2018/1/4,A,48,0
2018/1/5,A,1,0
2018/1/5,A,2,0
2018/1/5,A,3,0
2018/1/5,A,4,0
2018/1/5,A,5,0
2018/1/5,A,6,0
2018/1/5,A,7,0
2018/1/5,A,8,0
2018/1/5,A,9,0
2018/1/5,A,10,0
2018/1/5,A,11,0
2018/1/5,A,12,0
2018/1/5,A,13,0
2018/1/5,A,14,0
2018/1/5,A,15,0
2018/1/5,A,16,0
2018/1/5,A,17,0
2018/1/5,A,18,266
2018/1/5,A,19,1194
2018/1/5,A,20,1916
2018/1/5,A,21,2055
2018/1/5,A,22,2176
2018/1/5,A,23,2085
2018/1/5,A,24,1776
2018/1/5,A,25,1530
2018/1/5,A,26,1378
2018/1/5,A,27,1505
2018/1/5,A,28,1679
2018/1/5,A,29,1984
2018/1/5,A,30,2318
2018/1/5,A,31,2328
2018/1/5,A,32,2269
2018/1/5,A,33,2112
2018/1/5,A,34,1653
2018/1/5,A,35,674
2018/1/5,A,36,137
2018/1/5,A,37,0
2018/1/5,A,38,0
2018/1/5,A,39,0
2018/1/5,A,40,0
2018/1/5,A,41,0
2018/1/5,A,42,0
2018/1/5,A,43,0
2018/1/5,A,44,0
2018/1/5,A,45,0
2018/1/5,A,46,0
2018/1/5,A,47,0
2018/1/5,A,48,0
2018/1/6,A,1,0
2018/1/6,A,2,0
2018/1/6,A,3,0
2018/1/6,A,4,0
2018/1/6,A,5,0
2018/1/6,A,6,0
2018/1/6,A,7,0
2018/1/6,A,8,0
2018/1/6,A,9,0
2018/1/6,A,10,0
2018/1/6,A,11,0
2018/1/6,A,12,0
2018/1/6,A,13,0
2018/1/6,A,14,0
2018/1/6,A,15,0
2018/1/6,A,16,0
2018/1/6,A,17,0
2018/1/6,A,18,88
2018/1/6,A,19,532
2018/1/6,A,20,835
2018/1/6,A,21,1065
2018/1/6,A,22,1133
2018/1/6,A,23,1143
2018/1/6,A,24,960
2018/1/6,A,25,886
2018/1/6,A,26,784
2018/1/6,A,27,811
2018/1/6,A,28,882
2018/1/6,A,29,1041
2018/1/6,A,30,1178
2018/1/6,A,31,1108
2018/1/6,A,32,1102
2018/1/6,A,33,959
2018/1/6,A,34,584
2018/1/6,A,35,202
2018/1/6,A,36,22
2018/1/6,A,37,0
2018/1/6,A,38,0
2018/1/6,A,39,0
2018/1/6,A,40,0
2018/1/6,A,41,0
2018/1/6,A,42,0
2018/1/6,A,43,0
2018/1/6,A,44,0
2018/1/6,A,45,0
2018/1/6,A,46,0
2018/1/6,A,47,0
2018/1/6,A,48,0
2018/1/7,A,1,0
2018/1/7,A,2,0
2018/1/7,A,3,0
2018/1/7,A,4,0
2018/1/7,A,5,0
2018/1/7,A,6,0
2018/1/7,A,7,0
2018/1/7,A,8,0
2018/1/7,A,9,0
2018/1/7,A,10,0
2018/1/7,A,11,0
2018/1/7,A,12,0
2018/1/7,A,13,0
2018/1/7,A,14,0
2018/1/7,A,15,0
2018/1/7,A,16,0
2018/1/7,A,17,0
2018/1/7,A,18,53
2018/1/7,A,19,424
2018/1/7,A,20,563
2018/1/7,A,21,787
2018/1/7,A,22,884
2018/1/7,A,23,939
2018/1/7,A,24,768
2018/1/7,A,25,718
2018/1/7,A,26,648
2018/1/7,A,27,682
2018/1/7,A,28,799
2018/1/7,A,29,817
2018/1/7,A,30,979
2018/1/7,A,31,989
2018/1/7,A,32,933
2018/1/7,A,33,716
2018/1/7,A,34,474
2018/1/7,A,35,151
2018/1/7,A,36,21
2018/1/7,A,37,0
2018/1/7,A,38,0
2018/1/7,A,39,0
2018/1/7,A,40,0
2018/1/7,A,41,0
2018/1/7,A,42,0
2018/1/7,A,43,0
2018/1/7,A,44,0
2018/1/7,A,45,0
2018/1/7,A,46,0
2018/1/7,A,47,0
2018/1/7,A,48,0
2018/1/8,A,1,0
2018/1/8,A,2,0
2018/1/8,A,3,0
2018/1/8,A,4,0
2018/1/8,A,5,0
2018/1/8,A,6,0
2018/1/8,A,7,0
2018/1/8,A,8,0
2018/1/8,A,9,0
2018/1/8,A,10,0
2018/1/8,A,11,0
2018/1/8,A,12,0
2018/1/8,A,13,0
2018/1/8,A,14,0
2018/1/8,A,15,0
2018/1/8,A,16,0
2018/1/8,A,17,1
2018/1/8,A,18,234
2018/1/8,A,19,1236
2018/1/8,A,20,1646
2018/1/8,A,21,1892
2018/1/8,A,22,2086
2018/1/8,A,23,2092
2018/1/8,A,24,1800
2018/1/8,A,25,1552
2018/1/8,A,26,1434
2018/1/8,A,27,1610
2018/1/8,A,28,1695
2018/1/8,A,29,2017
2018/1/8,A,30,2268
2018/1/8,A,31,2373
2018/1/8,A,32,2383
2018/1/8,A,33,2104
2018/1/8,A,34,1752
2018/1/8,A,35,842
2018/1/8,A,36,161
2018/1/8,A,37,2
2018/1/8,A,38,0
2018/1/8,A,39,0
2018/1/8,A,40,0
2018/1/8,A,41,0
2018/1/8,A,42,0
2018/1/8,A,43,0
2018/1/8,A,44,0
2018/1/8,A,45,0
2018/1/8,A,46,0
2018/1/8,A,47,0
2018/1/8,A,48,0
2018/1/9,A,1,0
2018/1/9,A,2,0
2018/1/9,A,3,0
2018/1/9,A,4,0
2018/1/9,A,5,0
2018/1/9,A,6,0
2018/1/9,A,7,0
2018/1/9,A,8,0
2018/1/9,A,9,0
2018/1/9,A,10,0
2018/1/9,A,11,0
2018/1/9,A,12,0
2018/1/9,A,13,0
2018/1/9,A,14,0
2018/1/9,A,15,0
2018/1/9,A,16,0
2018/1/9,A,17,0
2018/1/9,A,18,269
2018/1/9,A,19,1356
2018/1/9,A,20,1853
2018/1/9,A,21,2098
2018/1/9,A,22,2216
2018/1/9,A,23,2052
2018/1/9,A,24,1867
2018/1/9,A,25,1572
2018/1/9,A,26,1530
2018/1/9,A,27,1571
2018/1/9,A,28,1674
2018/1/9,A,29,2020
2018/1/9,A,30,2175
2018/1/9,A,31,2401
2018/1/9,A,32,2289
2018/1/9,A,33,2133
2018/1/9,A,34,1741
2018/1/9,A,35,800
2018/1/9,A,36,150
2018/1/9,A,37,0
2018/1/9,A,38,0
2018/1/9,A,39,0
2018/1/9,A,40,0
2018/1/9,A,41,0
2018/1/9,A,42,0
2018/1/9,A,43,0
2018/1/9,A,44,0
2018/1/9,A,45,0
2018/1/9,A,46,0
2018/1/9,A,47,0
2018/1/9,A,48,0
2018/1/10,A,1,0
2018/1/10,A,2,0
2018/1/10,A,3,0
2018/1/10,A,4,0
2018/1/10,A,5,0
2018/1/10,A,6,0
2018/1/10,A,7,0
2018/1/10,A,8,0
2018/1/10,A,9,0
2018/1/10,A,10,0
2018/1/10,A,11,0
2018/1/10,A,12,0
2018/1/10,A,13,0
2018/1/10,A,14,0
2018/1/10,A,15,0
2018/1/10,A,16,0
2018/1/10,A,17,2
2018/1/10,A,18,243
2018/1/10,A,19,1412
2018/1/10,A,20,1833
2018/1/10,A,21,2070
2018/1/10,A,22,2250
2018/1/10,A,23,2162
2018/1/10,A,24,1809
2018/1/10,A,25,1498
2018/1/10,A,26,1439
2018/1/10,A,27,1517
2018/1/10,A,28,1839
2018/1/10,A,29,1930
2018/1/10,A,30,2116
2018/1/10,A,31,2193
2018/1/10,A,32,2225
2018/1/10,A,33,2054
2018/1/10,A,34,1700
2018/1/10,A,35,727
2018/1/10,A,36,152
2018/1/10,A,37,0
2018/1/10,A,38,0
2018/1/10,A,39,0
2018/1/10,A,40,0
2018/1/10,A,41,0
2018/1/10,A,42,0
2018/1/10,A,43,0
2018/1/10,A,44,0
2018/1/10,A,45,0
2018/1/10,A,46,0
2018/1/10,A,47,0
2018/1/10,A,48,0
2018/1/11,A,1,0
2018/1/11,A,2,0
2018/1/11,A,3,0
2018/1/11,A,4,0
2018/1/11,A,5,0
2018/1/11,A,6,0
2018/1/11,A,7,0
2018/1/11,A,8,0
2018/1/11,A,9,0
2018/1/11,A,10,0
2018/1/11,A,11,0
2018/1/11,A,12,0
2018/1/11,A,13,0
2018/1/11,A,14,0
2018/1/11,A,15,0
2018/1/11,A,16,0
2018/1/11,A,17,2
2018/1/11,A,18,259
2018/1/11,A,19,1241
2018/1/11,A,20,1643
2018/1/11,A,21,1969
2018/1/11,A,22,1906
2018/1/11,A,23,1894
2018/1/11,A,24,1568
2018/1/11,A,25,1430
2018/1/11,A,26,1320
2018/1/11,A,27,1431
2018/1/11,A,28,1601
2018/1/11,A,29,1862
2018/1/11,A,30,2054
2018/1/11,A,31,2061
2018/1/11,A,32,2164
2018/1/11,A,33,2033
2018/1/11,A,34,1548
2018/1/11,A,35,703
2018/1/11,A,36,148
2018/1/11,A,37,0
2018/1/11,A,38,0
2018/1/11,A,39,0
2018/1/11,A,40,0
2018/1/11,A,41,0
2018/1/11,A,42,0
2018/1/11,A,43,0
2018/1/11,A,44,0
2018/1/11,A,45,0
2018/1/11,A,46,0
2018/1/11,A,47,0
2018/1/11,A,48,0
2018/1/12,A,1,0
2018/1/12,A,2,0
2018/1/12,A,3,0
2018/1/12,A,4,0
2018/1/12,A,5,0
2018/1/12,A,6,0
2018/1/12,A,7,0
2018/1/12,A,8,0
2018/1/12,A,9,0
2018/1/12,A,10,0
2018/1/12,A,11,0
2018/1/12,A,12,0
2018/1/12,A,13,0
2018/1/12,A,14,0
2018/1/12,A,15,0
2018/1/12,A,16,0
2018/1/12,A,17,0
2018/1/12,A,18,256
2018/1/12,A,19,1277
2018/1/12,A,20,1758
2018/1/12,A,21,1970
2018/1/12,A,22,2154
2018/1/12,A,23,2063
2018/1/12,A,24,1774
2018/1/12,A,25,1536
2018/1/12,A,26,1429
2018/1/12,A,27,1451
2018/1/12,A,28,1631
2018/1/12,A,29,1945
2018/1/12,A,30,2099
2018/1/12,A,31,2220
2018/1/12,A,32,2155
2018/1/12,A,33,2055
2018/1/12,A,34,1568
2018/1/12,A,35,743
2018/1/12,A,36,147
2018/1/12,A,37,0
2018/1/12,A,38,0
2018/1/12,A,39,0
2018/1/12,A,40,0
2018/1/12,A,41,0
2018/1/12,A,42,0
2018/1/12,A,43,0
2018/1/12,A,44,0
2018/1/12,A,45,0
2018/1/12,A,46,0
2018/1/12,A,47,0
2018/1/12,A,48,0
2018/1/13,A,1,0
2018/1/13,A,2,0
2018/1/13,A,3,0
2018/1/13,A,4,0
2018/1/13,A,5,0
2018/1/13,A,6,0
2018/1/13,A,7,0
2018/1/13,A,8,0
2018/1/13,A,9,0
2018/1/13,A,10,0
2018/1/13,A,11,0
2018/1/13,A,12,0
2018/1/13,A,13,0
2018/1/13,A,14,0
2018/1/13,A,15,0
2018/1/13,A,16,0
2018/1/13,A,17,0
2018/1/13,A,18,72
2018/1/13,A,19,519
2018/1/13,A,20,825
2018/1/13,A,21,1033
2018/1/13,A,22,1127
2018/1/13,A,23,1173
2018/1/13,A,24,1025
2018/1/13,A,25,859
2018/1/13,A,26,829
2018/1/13,A,27,820
2018/1/13,A,28,934
2018/1/13,A,29,1090
2018/1/13,A,30,1209
2018/1/13,A,31,1177
2018/1/13,A,32,1121
2018/1/13,A,33,955
2018/1/13,A,34,572
2018/1/13,A,35,187
2018/1/13,A,36,13
2018/1/13,A,37,0
2018/1/13,A,38,0
2018/1/13,A,39,0
2018/1/13,A,40,0
2018/1/13,A,41,0
2018/1/13,A,42,0
2018/1/13,A,43,0
2018/1/13,A,44,0
2018/1/13,A,45,0
2018/1/13,A,46,0
2018/1/13,A,47,0
2018/1/13,A,48,0
2018/1/14,A,1,0
2018/1/14,A,2,0
2018/1/14,A,3,0
2018/1/14,A,4,0
2018/1/14,A,5,0
2018/1/14,A,6,0
2018/1/14,A,7,0
2018/1/14,A,8,0
2018/1/14,A,9,0
2018/1/14,A,10,0
2018/1/14,A,11,0
2018/1/14,A,12,0
2018/1/14,A,13,0
2018/1/14,A,14,0
2018/1/14,A,15,0
2018/1/14,A,16,0
2018/1/14,A,17,1
2018/1/14,A,18,64
2018/1/14,A,19,421
2018/1/14,A,20,707
2018/1/14,A,21,819
2018/1/14,A,22,926
2018/1/14,A,23,952
2018/1/14,A,24,888
2018/1/14,A,25,753
2018/1/14,A,26,676
2018/1/14,A,27,686
2018/1/14,A,28,806
2018/1/14,A,29,907
2018/1/14,A,30,1007
2018/1/14,A,31,1005
2018/1/14,A,32,974
2018/1/14,A,33,793
2018/1/14,A,34,535
2018/1/14,A,35,168
2018/1/14,A,36,14
2018/1/14,A,37,0
2018/1/14,A,38,0
2018/1/14,A,39,0
2018/1/14,A,40,0
2018/1/14,A,41,0
2018/1/14,A,42,0
2018/1/14,A,43,0
2018/1/14,A,44,0
2018/1/14,A,45,0
2018/1/14,A,46,0
2018/1/14,A,47,0
2018/1/14,A,48,0
2018/1/15,A,1,0
2018/1/15,A,2,0
2018/1/15,A,3,0
2018/1/15,A,4,0
2018/1/15,A,5,0
2018/1/15,A,6,0
2018/1/15,A,7,0
2018/1/15,A,8,0
2018/1/15,A,9,0
2018/1/15,A,10,0
2018/1/15,A,11,0
2018/1/15,A,12,0
2018/1/15,A,13,0
2018/1/15,A,14,0
2018/1/15,A,15,0
2018/1/15,A,16,0
2018/1/15,A,17,2
2018/1/15,A,18,279
2018/1/15,A,19,1404
2018/1/15,A,20,1925
2018/1/15,A,21,2249
2018/1/15,A,22,2370
2018/1/15,A,23,2307
2018/1/15,A,24,2050
2018/1/15,A,25,1770
2018/1/15,A,26,1682
2018/1/15,A,27,1715
2018/1/15,A,28,1875
2018/1/15,A,29,2303
2018/1/15,A,30,2529
2018/1/15,A,31,2614
2018/1/15,A,32,2446
2018/1/15,A,33,2418
2018/1/15,A,34,1936
2018/1/15,A,35,936
2018/1/15,A,36,205
2018/1/15,A,37,1
2018/1/15,A,38,0
2018/1/15,A,39,0
2018/1/15,A,40,0
2018/1/15,A,41,0
2018/1/15,A,42,0
2018/1/15,A,43,0
2018/1/15,A,44,0
2018/1/15,A,45,0
2018/1/15,A,46,0
2018/1/15,A,47,0
2018/1/15,A,48,0
2018/1/16,A,1,0
2018/1/16,A,2,0
2018/1/16,A,3,0
2018/1/16,A,4,0
2018/1/16,A,5,0
2018/1/16,A,6,0
2018/1/16,A,7,0
2018/1/16,A,8,0
2018/1/16,A,9,0
2018/1/16,A,10,0
2018/1/16,A,11,0
2018/1/16,A,12,0
2018/1/16,A,13,0
2018/1/16,A,14,0
2018/1/16,A,15,0
2018/1/16,A,16,0
2018/1/16,A,17,1
2018/1/16,A,18,308
2018/1/16,A,19,1522
2018/1/16,A,20,2116
2018/1/16,A,21,2346
2018/1/16,A,22,2321
2018/1/16,A,23,2331
2018/1/16,A,24,2000
2018/1/16,A,25,1617
2018/1/16,A,26,1539
2018/1/16,A,27,1556
2018/1/16,A,28,1793
2018/1/16,A,29,2074
2018/1/16,A,30,2275
2018/1/16,A,31,2312
2018/1/16,A,32,2325
2018/1/16,A,33,2169
2018/1/16,A,34,1714
2018/1/16,A,35,711
2018/1/16,A,36,135
2018/1/16,A,37,0
2018/1/16,A,38,0
2018/1/16,A,39,0
2018/1/16,A,40,0
2018/1/16,A,41,0
2018/1/16,A,42,0
2018/1/16,A,43,0
2018/1/16,A,44,0
2018/1/16,A,45,0
2018/1/16,A,46,0
2018/1/16,A,47,0
2018/1/16,A,48,0
2018/1/17,A,1,0
2018/1/17,A,2,0
2018/1/17,A,3,0
2018/1/17,A,4,0
2018/1/17,A,5,0
2018/1/17,A,6,0
2018/1/17,A,7,0
2018/1/17,A,8,0
2018/1/17,A,9,0
2018/1/17,A,10,0
2018/1/17,A,11,0
2018/1/17,A,12,0
2018/1/17,A,13,0
2018/1/17,A,14,0
2018/1/17,A,15,0
2018/1/17,A,16,0
2018/1/17,A,17,1
2018/1/17,A,18,311
2018/1/17,A,19,1348
2018/1/17,A,20,1769
2018/1/17,A,21,2028
2018/1/17,A,22,2060
2018/1/17,A,23,2012
2018/1/17,A,24,1711
2018/1/17,A,25,1522
2018/1/17,A,26,1360
2018/1/17,A,27,1402
2018/1/17,A,28,1553
2018/1/17,A,29,1827
2018/1/17,A,30,2051
2018/1/17,A,31,2086
2018/1/17,A,32,2148
2018/1/17,A,33,2029
2018/1/17,A,34,1519
2018/1/17,A,35,681
2018/1/17,A,36,117
2018/1/17,A,37,1
2018/1/17,A,38,0
2018/1/17,A,39,0
2018/1/17,A,40,0
2018/1/17,A,41,0
2018/1/17,A,42,0
2018/1/17,A,43,0
2018/1/17,A,44,0
2018/1/17,A,45,0
2018/1/17,A,46,0
2018/1/17,A,47,0
2018/1/17,A,48,0
2018/1/18,A,1,0
2018/1/18,A,2,0
2018/1/18,A,3,0
2018/1/18,A,4,0
2018/1/18,A,5,0
2018/1/18,A,6,0
2018/1/18,A,7,0
2018/1/18,A,8,0
2018/1/18,A,9,0
2018/1/18,A,10,0
2018/1/18,A,11,0
2018/1/18,A,12,0
2018/1/18,A,13,0
2018/1/18,A,14,0
2018/1/18,A,15,0
2018/1/18,A,16,0
2018/1/18,A,17,0
2018/1/18,A,18,274
2018/1/18,A,19,1404
2018/1/18,A,20,1848
2018/1/18,A,21,2074
2018/1/18,A,22,2160
2018/1/18,A,23,2066
2018/1/18,A,24,1751
2018/1/18,A,25,1380
2018/1/18,A,26,1430
2018/1/18,A,27,1357
2018/1/18,A,28,1525
2018/1/18,A,29,1914
2018/1/18,A,30,2148
2018/1/18,A,31,2193
2018/1/18,A,32,2090
2018/1/18,A,33,1947
2018/1/18,A,34,1511
2018/1/18,A,35,633
2018/1/18,A,36,119
2018/1/18,A,37,2
2018/1/18,A,38,0
2018/1/18,A,39,0
2018/1/18,A,40,0
2018/1/18,A,41,0
2018/1/18,A,42,0
2018/1/18,A,43,0
2018/1/18,A,44,0
2018/1/18,A,45,0
2018/1/18,A,46,0
2018/1/18,A,47,0
2018/1/18,A,48,0
2018/1/19,A,1,0
2018/1/19,A,2,0
2018/1/19,A,3,0
2018/1/19,A,4,0
2018/1/19,A,5,0
2018/1/19,A,6,0
2018/1/19,A,7,0
2018/1/19,A,8,0
2018/1/19,A,9,0
2018/1/19,A,10,0
2018/1/19,A,11,0
2018/1/19,A,12,0
2018/1/19,A,13,0
2018/1/19,A,14,0
2018/1/19,A,15,0
2018/1/19,A,16,0
2018/1/19,A,17,1
2018/1/19,A,18,297
2018/1/19,A,19,1480
2018/1/19,A,20,1972
2018/1/19,A,21,2143
2018/1/19,A,22,2214
2018/1/19,A,23,2130
2018/1/19,A,24,1962
2018/1/19,A,25,1609
2018/1/19,A,26,1492
2018/1/19,A,27,1541
2018/1/19,A,28,1613
2018/1/19,A,29,2010
2018/1/19,A,30,2180
2018/1/19,A,31,2362
2018/1/19,A,32,2243
2018/1/19,A,33,2125
2018/1/19,A,34,1620
2018/1/19,A,35,697
2018/1/19,A,36,151
2018/1/19,A,37,1
2018/1/19,A,38,0
2018/1/19,A,39,0
2018/1/19,A,40,0
2018/1/19,A,41,0
2018/1/19,A,42,0
2018/1/19,A,43,0
2018/1/19,A,44,0
2018/1/19,A,45,0
2018/1/19,A,46,0
2018/1/19,A,47,0
2018/1/19,A,48,0
2018/1/20,A,1,0
2018/1/20,A,2,0
2018/1/20,A,3,0
2018/1/20,A,4,0
2018/1/20,A,5,0
2018/1/20,A,6,0
2018/1/20,A,7,0
2018/1/20,A,8,0
2018/1/20,A,9,0
2018/1/20,A,10,0
2018/1/20,A,11,0
2018/1/20,A,12,0
2018/1/20,A,13,0
2018/1/20,A,14,0
2018/1/20,A,15,0
2018/1/20,A,16,0
2018/1/20,A,17,3
2018/1/20,A,18,94
2018/1/20,A,19,586
2018/1/20,A,20,937
2018/1/20,A,21,1053
2018/1/20,A,22,1173
2018/1/20,A,23,1279
2018/1/20,A,24,1104
2018/1/20,A,25,879
2018/1/20,A,26,797
2018/1/20,A,27,897
2018/1/20,A,28,1002
2018/1/20,A,29,1066
2018/1/20,A,30,1192
2018/1/20,A,31,1223
2018/1/20,A,32,1296
2018/1/20,A,33,940
2018/1/20,A,34,642
2018/1/20,A,35,153
2018/1/20,A,36,18
2018/1/20,A,37,1
2018/1/20,A,38,0
2018/1/20,A,39,0
2018/1/20,A,40,0
2018/1/20,A,41,0
2018/1/20,A,42,0
2018/1/20,A,43,0
2018/1/20,A,44,0
2018/1/20,A,45,0
2018/1/20,A,46,0
2018/1/20,A,47,0
2018/1/20,A,48,0
2018/1/21,A,1,0
2018/1/21,A,2,0
2018/1/21,A,3,0
2018/1/21,A,4,0
2018/1/21,A,5,0
2018/1/21,A,6,0
2018/1/21,A,7,0
2018/1/21,A,8,0
2018/1/21,A,9,0
2018/1/21,A,10,0
2018/1/21,A,11,0
2018/1/21,A,12,0
2018/1/21,A,13,0
2018/1/21,A,14,0
2018/1/21,A,15,0
2018/1/21,A,16,0
2018/1/21,A,17,1
2018/1/21,A,18,54
2018/1/21,A,19,490
2018/1/21,A,20,611
2018/1/21,A,21,837
2018/1/21,A,22,969
2018/1/21,A,23,960
2018/1/21,A,24,878
2018/1/21,A,25,679
2018/1/21,A,26,692
2018/1/21,A,27,699
2018/1/21,A,28,808
2018/1/21,A,29,873
2018/1/21,A,30,973
2018/1/21,A,31,961
2018/1/21,A,32,1040
2018/1/21,A,33,754
2018/1/21,A,34,479
2018/1/21,A,35,167
2018/1/21,A,36,17
2018/1/21,A,37,0
2018/1/21,A,38,0
2018/1/21,A,39,0
2018/1/21,A,40,0
2018/1/21,A,41,0
2018/1/21,A,42,0
2018/1/21,A,43,0
2018/1/21,A,44,0
2018/1/21,A,45,0
2018/1/21,A,46,0
2018/1/21,A,47,0
2018/1/21,A,48,0
2018/1/22,A,1,0
2018/1/22,A,2,0
2018/1/22,A,3,0
2018/1/22,A,4,0
2018/1/22,A,5,0
2018/1/22,A,6,0
2018/1/22,A,7,0
2018/1/22,A,8,0
2018/1/22,A,9,0
2018/1/22,A,10,0
2018/1/22,A,11,0
2018/1/22,A,12,0
2018/1/22,A,13,0
2018/1/22,A,14,0
2018/1/22,A,15,0
2018/1/22,A,16,0
2018/1/22,A,17,0
2018/1/22,A,18,262
2018/1/22,A,19,1248
2018/1/22,A,20,1854
2018/1/22,A,21,2102
2018/1/22,A,22,2200
2018/1/22,A,23,2140
2018/1/22,A,24,1853
2018/1/22,A,25,1517
2018/1/22,A,26,1457
2018/1/22,A,27,1567
2018/1/22,A,28,1773
2018/1/22,A,29,1987
2018/1/22,A,30,2288
2018/1/22,A,31,2342
2018/1/22,A,32,2414
2018/1/22,A,33,2180
2018/1/22,A,34,1805
2018/1/22,A,35,821
2018/1/22,A,36,150
2018/1/22,A,37,2
2018/1/22,A,38,0
2018/1/22,A,39,0
2018/1/22,A,40,0
2018/1/22,A,41,0
2018/1/22,A,42,0
2018/1/22,A,43,0
2018/1/22,A,44,0
2018/1/22,A,45,0
2018/1/22,A,46,0
