date,post_id,periods,SUM
2018/1/7,B,2,0
2018/1/7,B,3,0
2018/1/7,B,4,0
2018/1/7,B,5,0
2018/1/7,B,6,0
2018/1/7,B,7,0
2018/1/7,B,8,0
2018/1/7,B,9,0
2018/1/7,B,10,0
2018/1/7,B,11,0
2018/1/7,B,12,0
2018/1/7,B,13,0
2018/1/7,B,14,0
2018/1/7,B,15,0
2018/1/7,B,16,0
2018/1/7,B,17,0
2018/1/7,B,18,0
2018/1/7,B,19,0
2018/1/7,B,20,0
2018/1/7,B,21,0
2018/1/7,B,22,0
2018/1/7,B,23,0
2018/1/7,B,24,0
2018/1/7,B,25,0
2018/1/7,B,26,0
2018/1/7,B,27,0
2018/1/7,B,28,0
2018/1/7,B,29,0
2018/1/7,B,30,0
2018/1/7,B,31,0
2018/1/7,B,32,0
2018/1/7,B,33,0
2018/1/7,B,34,0
2018/1/7,B,35,0
2018/1/7,B,36,0
2018/1/7,B,37,0
2018/1/7,B,38,0
2018/1/7,B,39,0
2018/1/7,B,40,0
2018/1/7,B,41,0
2018/1/7,B,42,0
2018/1/7,B,43,0
2018/1/7,B,44,0
2018/1/7,B,45,0
2018/1/7,B,46,0
2018/1/7,B,47,0
2018/1/7,B,48,0
2018/1/8,B,1,0
2018/1/8,B,2,0
2018/1/8,B,3,0
2018/1/8,B,4,0
2018/1/8,B,5,0
2018/1/8,B,6,0
2018/1/8,B,7,0
2018/1/8,B,8,0
2018/1/8,B,9,0
2018/1/8,B,10,0
2018/1/8,B,11,0
2018/1/8,B,12,0
2018/1/8,B,13,0
2018/1/8,B,14,0
2018/1/8,B,15,0
2018/1/8,B,16,46
2018/1/8,B,17,34
2018/1/8,B,18,98
2018/1/8,B,19,218
2018/1/8,B,20,371
2018/1/8,B,21,327
2018/1/8,B,22,388
2018/1/8,B,23,362
2018/1/8,B,24,341
2018/1/8,B,25,197
2018/1/8,B,26,89
2018/1/8,B,27,65
2018/1/8,B,28,389
2018/1/8,B,29,609
2018/1/8,B,30,627
2018/1/8,B,31,682
2018/1/8,B,32,567
2018/1/8,B,33,625
2018/1/8,B,34,496
2018/1/8,B,35,389
2018/1/8,B,36,169
2018/1/8,B,37,95
2018/1/8,B,38,18
2018/1/8,B,39,3
2018/1/8,B,40,8
2018/1/8,B,41,0
2018/1/8,B,42,0
2018/1/8,B,43,0
2018/1/8,B,44,0
2018/1/8,B,45,0
2018/1/8,B,46,0
2018/1/8,B,47,0
2018/1/8,B,48,0
2018/1/9,B,1,0
2018/1/9,B,2,0
2018/1/9,B,3,0
2018/1/9,B,4,0
2018/1/9,B,5,0
2018/1/9,B,6,0
2018/1/9,B,7,0
2018/1/9,B,8,0
2018/1/9,B,9,0
2018/1/9,B,10,0
2018/1/9,B,11,0
2018/1/9,B,12,0
2018/1/9,B,13,0
2018/1/9,B,14,9
2018/1/9,B,15,6
2018/1/9,B,16,15
2018/1/9,B,17,96
2018/1/9,B,18,79
2018/1/9,B,19,221
2018/1/9,B,20,394
2018/1/9,B,21,326
2018/1/9,B,22,353
2018/1/9,B,23,383
2018/1/9,B,24,301
2018/1/9,B,25,173
2018/1/9,B,26,69
2018/1/9,B,27,72
2018/1/9,B,28,287
2018/1/9,B,29,471
2018/1/9,B,30,570
2018/1/9,B,31,520
2018/1/9,B,32,573
2018/1/9,B,33,517
2018/1/9,B,34,471
2018/1/9,B,35,273
2018/1/9,B,36,209
2018/1/9,B,37,145
2018/1/9,B,38,40
2018/1/9,B,39,12
2018/1/9,B,40,0
2018/1/9,B,41,0
2018/1/9,B,42,0
2018/1/9,B,43,0
2018/1/9,B,44,0
2018/1/9,B,45,0
2018/1/9,B,46,0
2018/1/9,B,47,0
2018/1/9,B,48,0
2018/1/10,B,1,0
2018/1/10,B,2,0
2018/1/10,B,3,0
2018/1/10,B,4,0
2018/1/10,B,5,0
2018/1/10,B,6,0
2018/1/10,B,7,0
2018/1/10,B,8,0
2018/1/10,B,9,0
2018/1/10,B,10,0
2018/1/10,B,11,0
2018/1/10,B,12,0
2018/1/10,B,13,0
2018/1/10,B,14,2
2018/1/10,B,15,1
2018/1/10,B,16,58
2018/1/10,B,17,23
2018/1/10,B,18,95
2018/1/10,B,19,203
2018/1/10,B,20,380
2018/1/10,B,21,353
2018/1/10,B,22,364
2018/1/10,B,23,355
2018/1/10,B,24,305
2018/1/10,B,25,274
2018/1/10,B,26,116
2018/1/10,B,27,100
2018/1/10,B,28,316
2018/1/10,B,29,486
2018/1/10,B,30,617
2018/1/10,B,31,478
2018/1/10,B,32,656
2018/1/10,B,33,611
2018/1/10,B,34,482
2018/1/10,B,35,314
2018/1/10,B,36,199
2018/1/10,B,37,169
2018/1/10,B,38,29
2018/1/10,B,39,4
2018/1/10,B,40,0
2018/1/10,B,41,1
2018/1/10,B,42,0
2018/1/10,B,43,0
2018/1/10,B,44,0
2018/1/10,B,45,0
2018/1/10,B,46,0
2018/1/10,B,47,0
2018/1/10,B,48,0
2018/1/11,B,1,0
2018/1/11,B,2,0
2018/1/11,B,3,0
2018/1/11,B,4,0
2018/1/11,B,5,0
2018/1/11,B,6,0
2018/1/11,B,7,0
2018/1/11,B,8,0
2018/1/11,B,9,0
2018/1/11,B,10,0
2018/1/11,B,11,0
2018/1/11,B,12,0
2018/1/11,B,13,0
2018/1/11,B,14,0
2018/1/11,B,15,0
2018/1/11,B,16,1
2018/1/11,B,17,18
2018/1/11,B,18,73
2018/1/11,B,19,232
2018/1/11,B,20,333
2018/1/11,B,21,334
2018/1/11,B,22,394
2018/1/11,B,23,375
2018/1/11,B,24,323
2018/1/11,B,25,146
2018/1/11,B,26,108
2018/1/11,B,27,59
2018/1/11,B,28,352
2018/1/11,B,29,473
2018/1/11,B,30,553
2018/1/11,B,31,498
2018/1/11,B,32,621
2018/1/11,B,33,442
2018/1/11,B,34,494
2018/1/11,B,35,356
2018/1/11,B,36,192
2018/1/11,B,37,81
2018/1/11,B,38,20
2018/1/11,B,39,11
2018/1/11,B,40,5
2018/1/11,B,41,14
2018/1/11,B,42,16
2018/1/11,B,43,34
2018/1/11,B,44,24
2018/1/11,B,45,0
2018/1/11,B,46,0
2018/1/11,B,47,0
2018/1/11,B,48,0
2018/1/12,B,1,0
2018/1/12,B,2,0
2018/1/12,B,3,0
2018/1/12,B,4,0
2018/1/12,B,5,0
2018/1/12,B,6,0
2018/1/12,B,7,0
2018/1/12,B,8,0
2018/1/12,B,9,0
2018/1/12,B,10,0
2018/1/12,B,11,0
2018/1/12,B,12,0
2018/1/12,B,13,0
2018/1/12,B,14,0
2018/1/12,B,15,3
2018/1/12,B,16,25
2018/1/12,B,17,17
2018/1/12,B,18,64
2018/1/12,B,19,235
2018/1/12,B,20,392
2018/1/12,B,21,290
2018/1/12,B,22,360
2018/1/12,B,23,359
2018/1/12,B,24,387
2018/1/12,B,25,222
2018/1/12,B,26,114
2018/1/12,B,27,65
2018/1/12,B,28,289
2018/1/12,B,29,613
2018/1/12,B,30,685
2018/1/12,B,31,574
2018/1/12,B,32,602
2018/1/12,B,33,491
2018/1/12,B,34,525
2018/1/12,B,35,278
2018/1/12,B,36,170
2018/1/12,B,37,126
2018/1/12,B,38,1
2018/1/12,B,39,0
2018/1/12,B,40,0
2018/1/12,B,41,0
2018/1/12,B,42,0
2018/1/12,B,43,0
2018/1/12,B,44,0
2018/1/12,B,45,0
2018/1/12,B,46,0
2018/1/12,B,47,0
2018/1/12,B,48,0
2018/1/13,B,1,0
2018/1/13,B,2,0
2018/1/13,B,3,0
2018/1/13,B,4,0
2018/1/13,B,5,0
2018/1/13,B,6,0
2018/1/13,B,7,0
2018/1/13,B,8,0
2018/1/13,B,9,0
2018/1/13,B,10,0
2018/1/13,B,11,0
2018/1/13,B,12,0
2018/1/13,B,13,0
2018/1/13,B,14,0
2018/1/13,B,15,0
2018/1/13,B,16,0
2018/1/13,B,17,0
2018/1/13,B,18,0
2018/1/13,B,19,0
2018/1/13,B,20,0
2018/1/13,B,21,0
2018/1/13,B,22,0
2018/1/13,B,23,0
2018/1/13,B,24,0
2018/1/13,B,25,0
2018/1/13,B,26,0
2018/1/13,B,27,0
2018/1/13,B,28,0
2018/1/13,B,29,0
2018/1/13,B,30,0
2018/1/13,B,31,0
2018/1/13,B,32,0
2018/1/13,B,33,0
2018/1/13,B,34,0
2018/1/13,B,35,0
2018/1/13,B,36,0
2018/1/13,B,37,0
2018/1/13,B,38,0
2018/1/13,B,39,0
2018/1/13,B,40,0
2018/1/13,B,41,0
2018/1/13,B,42,0
2018/1/13,B,43,0
2018/1/13,B,44,0
2018/1/13,B,45,0
2018/1/13,B,46,0
2018/1/13,B,47,0
2018/1/13,B,48,0
2018/1/14,B,1,0
2018/1/14,B,2,0
2018/1/14,B,3,0
2018/1/14,B,4,0
2018/1/14,B,5,0
2018/1/14,B,6,0
2018/1/14,B,7,0
2018/1/14,B,8,0
2018/1/14,B,9,0
2018/1/14,B,10,0
2018/1/14,B,11,0
2018/1/14,B,12,0
2018/1/14,B,13,0
2018/1/14,B,14,0
2018/1/14,B,15,0
2018/1/14,B,16,0
2018/1/14,B,17,0
2018/1/14,B,18,0
2018/1/14,B,19,0
2018/1/14,B,20,0
2018/1/14,B,21,0
2018/1/14,B,22,0
2018/1/14,B,23,0
2018/1/14,B,24,0
2018/1/14,B,25,0
2018/1/14,B,26,0
2018/1/14,B,27,0
2018/1/14,B,28,0
2018/1/14,B,29,0
2018/1/14,B,30,0
2018/1/14,B,31,0
2018/1/14,B,32,0
2018/1/14,B,33,0
2018/1/14,B,34,0
2018/1/14,B,35,0
2018/1/14,B,36,0
2018/1/14,B,37,0
2018/1/14,B,38,0
2018/1/14,B,39,0
2018/1/14,B,40,0
2018/1/14,B,41,0
2018/1/14,B,42,0
2018/1/14,B,43,0
2018/1/14,B,44,0
2018/1/14,B,45,0
2018/1/14,B,46,0
2018/1/14,B,47,0
2018/1/14,B,48,0
2018/1/15,B,1,0
2018/1/15,B,2,0
2018/1/15,B,3,0
2018/1/15,B,4,0
2018/1/15,B,5,0
2018/1/15,B,6,0
2018/1/15,B,7,0
2018/1/15,B,8,0
2018/1/15,B,9,0
2018/1/15,B,10,0
2018/1/15,B,11,0
2018/1/15,B,12,0
2018/1/15,B,13,0
2018/1/15,B,14,0
2018/1/15,B,15,1
2018/1/15,B,16,1
2018/1/15,B,17,73
2018/1/15,B,18,102
2018/1/15,B,19,160
2018/1/15,B,20,358
2018/1/15,B,21,430
2018/1/15,B,22,369
2018/1/15,B,23,440
2018/1/15,B,24,347
2018/1/15,B,25,226
2018/1/15,B,26,149
2018/1/15,B,27,98
2018/1/15,B,28,327
2018/1/15,B,29,776
2018/1/15,B,30,584
2018/1/15,B,31,574
2018/1/15,B,32,749
2018/1/15,B,33,630
2018/1/15,B,34,630
2018/1/15,B,35,423
2018/1/15,B,36,228
2018/1/15,B,37,60
2018/1/15,B,38,8
2018/1/15,B,39,1
2018/1/15,B,40,0
2018/1/15,B,41,0
2018/1/15,B,42,1
2018/1/15,B,43,0
2018/1/15,B,44,0
2018/1/15,B,45,0
2018/1/15,B,46,0
2018/1/15,B,47,0
2018/1/15,B,48,0
2018/1/16,B,1,0
2018/1/16,B,2,0
2018/1/16,B,3,0
2018/1/16,B,4,0
2018/1/16,B,5,0
2018/1/16,B,6,0
2018/1/16,B,7,0
2018/1/16,B,8,0
2018/1/16,B,9,0
2018/1/16,B,10,0
2018/1/16,B,11,0
2018/1/16,B,12,0
2018/1/16,B,13,0
2018/1/16,B,14,0
2018/1/16,B,15,4
2018/1/16,B,16,38
2018/1/16,B,17,45
2018/1/16,B,18,140
2018/1/16,B,19,159
2018/1/16,B,20,432
2018/1/16,B,21,354
2018/1/16,B,22,345
2018/1/16,B,23,427
2018/1/16,B,24,307
2018/1/16,B,25,230
2018/1/16,B,26,86
2018/1/16,B,27,79
2018/1/16,B,28,284
2018/1/16,B,29,575
2018/1/16,B,30,581
2018/1/16,B,31,562
2018/1/16,B,32,616
2018/1/16,B,33,539
2018/1/16,B,34,512
2018/1/16,B,35,327
2018/1/16,B,36,172
2018/1/16,B,37,286
2018/1/16,B,38,20
2018/1/16,B,39,4
2018/1/16,B,40,1
2018/1/16,B,41,25
2018/1/16,B,42,3
2018/1/16,B,43,0
2018/1/16,B,44,0
2018/1/16,B,45,0
2018/1/16,B,46,0
2018/1/16,B,47,0
2018/1/16,B,48,0
2018/1/17,B,1,0
2018/1/17,B,2,0
2018/1/17,B,3,0
2018/1/17,B,4,0
2018/1/17,B,5,0
2018/1/17,B,6,0
2018/1/17,B,7,0
2018/1/17,B,8,0
2018/1/17,B,9,0
2018/1/17,B,10,0
2018/1/17,B,11,0
2018/1/17,B,12,0
2018/1/17,B,13,0
2018/1/17,B,14,0
2018/1/17,B,15,1
2018/1/17,B,16,8
2018/1/17,B,17,90
2018/1/17,B,18,70
2018/1/17,B,19,226
2018/1/17,B,20,469
2018/1/17,B,21,373
2018/1/17,B,22,407
2018/1/17,B,23,368
2018/1/17,B,24,307
2018/1/17,B,25,178
2018/1/17,B,26,77
2018/1/17,B,27,105
2018/1/17,B,28,201
2018/1/17,B,29,552
2018/1/17,B,30,560
2018/1/17,B,31,636
2018/1/17,B,32,618
2018/1/17,B,33,670
2018/1/17,B,34,589
2018/1/17,B,35,328
2018/1/17,B,36,154
2018/1/17,B,37,73
2018/1/17,B,38,6
2018/1/17,B,39,3
2018/1/17,B,40,0
2018/1/17,B,41,0
2018/1/17,B,42,0
2018/1/17,B,43,0
2018/1/17,B,44,0
2018/1/17,B,45,0
2018/1/17,B,46,0
2018/1/17,B,47,0
2018/1/17,B,48,0
2018/1/18,B,1,0
2018/1/18,B,2,0
2018/1/18,B,3,0
2018/1/18,B,4,0
2018/1/18,B,5,0
2018/1/18,B,6,0
2018/1/18,B,7,0
2018/1/18,B,8,0
2018/1/18,B,9,0
2018/1/18,B,10,0
2018/1/18,B,11,0
2018/1/18,B,12,0
2018/1/18,B,13,0
2018/1/18,B,14,0
2018/1/18,B,15,0
2018/1/18,B,16,49
2018/1/18,B,17,55
2018/1/18,B,18,38
2018/1/18,B,19,307
2018/1/18,B,20,405
2018/1/18,B,21,385
2018/1/18,B,22,369
2018/1/18,B,23,371
2018/1/18,B,24,394
2018/1/18,B,25,171
2018/1/18,B,26,145
2018/1/18,B,27,82
2018/1/18,B,28,293
2018/1/18,B,29,625
2018/1/18,B,30,601
2018/1/18,B,31,493
2018/1/18,B,32,592
2018/1/18,B,33,625
2018/1/18,B,34,443
2018/1/18,B,35,287
2018/1/18,B,36,127
2018/1/18,B,37,82
2018/1/18,B,38,14
2018/1/18,B,39,5
2018/1/18,B,40,9
2018/1/18,B,41,0
2018/1/18,B,42,0
2018/1/18,B,43,0
2018/1/18,B,44,0
2018/1/18,B,45,0
2018/1/18,B,46,0
2018/1/18,B,47,0
2018/1/18,B,48,0
2018/1/19,B,1,0
2018/1/19,B,2,0
2018/1/19,B,3,0
2018/1/19,B,4,0
2018/1/19,B,5,0
2018/1/19,B,6,0
2018/1/19,B,7,0
2018/1/19,B,8,0
2018/1/19,B,9,0
2018/1/19,B,10,0
2018/1/19,B,11,0
2018/1/19,B,12,0
2018/1/19,B,13,0
2018/1/19,B,14,0
2018/1/19,B,15,2
2018/1/19,B,16,47
2018/1/19,B,17,23
2018/1/19,B,18,80
2018/1/19,B,19,143
2018/1/19,B,20,609
2018/1/19,B,21,366
2018/1/19,B,22,367
2018/1/19,B,23,469
2018/1/19,B,24,364
2018/1/19,B,25,237
2018/1/19,B,26,78
2018/1/19,B,27,98
2018/1/19,B,28,260
2018/1/19,B,29,623
2018/1/19,B,30,631
2018/1/19,B,31,681
2018/1/19,B,32,736
2018/1/19,B,33,663
2018/1/19,B,34,644
2018/1/19,B,35,304
2018/1/19,B,36,152
2018/1/19,B,37,88
2018/1/19,B,38,17
2018/1/19,B,39,0
2018/1/19,B,40,0
2018/1/19,B,41,1
2018/1/19,B,42,0
2018/1/19,B,43,0
2018/1/19,B,44,0
2018/1/19,B,45,0
2018/1/19,B,46,0
2018/1/19,B,47,0
2018/1/19,B,48,0
2018/1/20,B,1,0
2018/1/20,B,2,0
2018/1/20,B,3,0
2018/1/20,B,4,0
2018/1/20,B,5,0
2018/1/20,B,6,0
2018/1/20,B,7,0
2018/1/20,B,8,0
2018/1/20,B,9,0
2018/1/20,B,10,0
2018/1/20,B,11,0
2018/1/20,B,12,0
2018/1/20,B,13,0
2018/1/20,B,14,0
2018/1/20,B,15,0
2018/1/20,B,16,0
2018/1/20,B,17,0
2018/1/20,B,18,0
2018/1/20,B,19,0
2018/1/20,B,20,0
2018/1/20,B,21,0
2018/1/20,B,22,0
2018/1/20,B,23,0
2018/1/20,B,24,0
2018/1/20,B,25,0
2018/1/20,B,26,0
2018/1/20,B,27,0
2018/1/20,B,28,0
2018/1/20,B,29,0
2018/1/20,B,30,0
2018/1/20,B,31,0
2018/1/20,B,32,0
2018/1/20,B,33,0
2018/1/20,B,34,0
2018/1/20,B,35,0
2018/1/20,B,36,0
2018/1/20,B,37,0
2018/1/20,B,38,0
2018/1/20,B,39,0
2018/1/20,B,40,0
2018/1/20,B,41,0
2018/1/20,B,42,0
2018/1/20,B,43,0
2018/1/20,B,44,0
2018/1/20,B,45,0
2018/1/20,B,46,0
2018/1/20,B,47,0
2018/1/20,B,48,0
2018/1/21,B,1,0
2018/1/21,B,2,0
2018/1/21,B,3,0
2018/1/21,B,4,0
2018/1/21,B,5,0
2018/1/21,B,6,0
2018/1/21,B,7,0
2018/1/21,B,8,0
2018/1/21,B,9,0
2018/1/21,B,10,0
2018/1/21,B,11,0
2018/1/21,B,12,0
2018/1/21,B,13,0
2018/1/21,B,14,0
2018/1/21,B,15,0
2018/1/21,B,16,0
2018/1/21,B,17,0
2018/1/21,B,18,0
2018/1/21,B,19,0
2018/1/21,B,20,0
2018/1/21,B,21,0
2018/1/21,B,22,0
2018/1/21,B,23,0
2018/1/21,B,24,0
2018/1/21,B,25,0
2018/1/21,B,26,0
2018/1/21,B,27,0
2018/1/21,B,28,0
2018/1/21,B,29,0
2018/1/21,B,30,0
2018/1/21,B,31,0
2018/1/21,B,32,0
2018/1/21,B,33,0
2018/1/21,B,34,0
2018/1/21,B,35,0
2018/1/21,B,36,0
2018/1/21,B,37,0
2018/1/21,B,38,0
2018/1/21,B,39,0
2018/1/21,B,40,0
2018/1/21,B,41,0
2018/1/21,B,42,0
2018/1/21,B,43,0
2018/1/21,B,44,0
2018/1/21,B,45,0
2018/1/21,B,46,0
2018/1/21,B,47,0
2018/1/21,B,48,0
2018/1/22,B,1,0
2018/1/22,B,2,0
2018/1/22,B,3,0
2018/1/22,B,4,0
2018/1/22,B,5,0
2018/1/22,B,6,0
2018/1/22,B,7,0
2018/1/22,B,8,0
2018/1/22,B,9,0
2018/1/22,B,10,0
2018/1/22,B,11,0
2018/1/22,B,12,0
2018/1/22,B,13,0
2018/1/22,B,14,0
2018/1/22,B,15,0
2018/1/22,B,16,1
2018/1/22,B,17,16
2018/1/22,B,18,66
2018/1/22,B,19,257
2018/1/22,B,20,405
2018/1/22,B,21,363
2018/1/22,B,22,455
2018/1/22,B,23,436
2018/1/22,B,24,373
2018/1/22,B,25,257
2018/1/22,B,26,84
2018/1/22,B,27,95
2018/1/22,B,28,255
2018/1/22,B,29,746
2018/1/22,B,30,605
2018/1/22,B,31,757
2018/1/22,B,32,688
2018/1/22,B,33,690
2018/1/22,B,34,655
2018/1/22,B,35,328
2018/1/22,B,36,143
2018/1/22,B,37,147
2018/1/22,B,38,3
2018/1/22,B,39,2
2018/1/22,B,40,0
2018/1/22,B,41,2
2018/1/22,B,42,1
2018/1/22,B,43,1
2018/1/22,B,44,0
2018/1/22,B,45,0
2018/1/22,B,46,0
2018/1/22,B,47,0
2018/1/22,B,48,0
2018/1/23,B,1,0
2018/1/23,B,2,0
2018/1/23,B,3,0
2018/1/23,B,4,0
2018/1/23,B,5,0
2018/1/23,B,6,0
2018/1/23,B,7,0
2018/1/23,B,8,0
2018/1/23,B,9,0
2018/1/23,B,10,0
2018/1/23,B,11,0
2018/1/23,B,12,0
2018/1/23,B,13,0
2018/1/23,B,14,0
2018/1/23,B,15,4
2018/1/23,B,16,20
2018/1/23,B,17,99
2018/1/23,B,18,50
